Temperature,Minimum Humidity,Maximum Humidity, Minimum Soil Moisture,Maximum Soil Moisture,Minimum pH Level,Maximum pH Level,Disease/Pest,Practices,Medicines/Remedy
18,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
19,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
20,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
21,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
22,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
23,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
24,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
25,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
26,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
27,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
28,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
29,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
30,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
31,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
32,0.8,0.91,0.6,0.9,5.8,6.5,"Green leafhopper, Nephotettix virescens","Planting resistant varieties, adjusting planting dates, observing a fallow period, practicing crop rotation, applying neem cake, plowing and harrowing to destroy stubbles, and eliminating weed hosts.","Fenthion 100 EC (40 ml/ha) may be sprayed 15 and 30 days after transplanting, Carbofuran 3 G 3.5 kg (or) Phorate 10 G 1.0 kg (or) Quinalphos 5 G 2.0 kg"
20,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD),"Grow resistant varieties, apply insecticides judiciously, and practice synchronous planting.",Silafluofen
21,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD),"Grow resistant varieties, apply insecticides judiciously, and practice synchronous planting.",Silafluofen
22,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD),"Grow resistant varieties, apply insecticides judiciously, and practice synchronous planting.",Silafluofen
23,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD),"Grow resistant varieties, apply insecticides judiciously, and practice synchronous planting.",Silafluofen
24,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD),"Grow resistant varieties, apply insecticides judiciously, and practice synchronous planting.",Silafluofen
25,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD),"Grow resistant varieties, apply insecticides judiciously, and practice synchronous planting.",Silafluofen
26,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD),"Grow resistant varieties, apply insecticides judiciously, and practice synchronous planting.",Silafluofen
27,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD),"Grow resistant varieties, apply insecticides judiciously, and practice synchronous planting.",Silafluofen
28,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD),"Grow resistant varieties, apply insecticides judiciously, and practice synchronous planting.",Silafluofen
29,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD),"Grow resistant varieties, apply insecticides judiciously, and practice synchronous planting.",Silafluofen
30,0.85,1,0.4,0.5,5.5,7,Rice Stripe Virus Disease (RSVD),"Grow resistant varieties, apply insecticides judiciously, and practice synchronous planting.",Silafluofen
24,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis","Optimize planting techniques, apply proper fertilizers, ensure field drainage, transplant older seedlings, encourage sparse planting, grow ratoons, promote biological controls (e.g., snails, beetles, spiders, dragonflies, birds, and viruses), and use targeted carbamate insecticides while avoiding pyrethroids.","Coromandel phendal, and Ekalux Insecticide "
25,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis","Optimize planting techniques, apply proper fertilizers, ensure field drainage, transplant older seedlings, encourage sparse planting, grow ratoons, promote biological controls (e.g., snails, beetles, spiders, dragonflies, birds, and viruses), and use targeted carbamate insecticides while avoiding pyrethroids.","Coromandel phendal, and Ekalux Insecticide "
26,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis","Optimize planting techniques, apply proper fertilizers, ensure field drainage, transplant older seedlings, encourage sparse planting, grow ratoons, promote biological controls (e.g., snails, beetles, spiders, dragonflies, birds, and viruses), and use targeted carbamate insecticides while avoiding pyrethroids.","Coromandel phendal, and Ekalux Insecticide "
27,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis","Optimize planting techniques, apply proper fertilizers, ensure field drainage, transplant older seedlings, encourage sparse planting, grow ratoons, promote biological controls (e.g., snails, beetles, spiders, dragonflies, birds, and viruses), and use targeted carbamate insecticides while avoiding pyrethroids.","Coromandel phendal, and Ekalux Insecticide "
28,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis","Optimize planting techniques, apply proper fertilizers, ensure field drainage, transplant older seedlings, encourage sparse planting, grow ratoons, promote biological controls (e.g., snails, beetles, spiders, dragonflies, birds, and viruses), and use targeted carbamate insecticides while avoiding pyrethroids.","Coromandel phendal, and Ekalux Insecticide "
29,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis","Optimize planting techniques, apply proper fertilizers, ensure field drainage, transplant older seedlings, encourage sparse planting, grow ratoons, promote biological controls (e.g., snails, beetles, spiders, dragonflies, birds, and viruses), and use targeted carbamate insecticides while avoiding pyrethroids.","Coromandel phendal, and Ekalux Insecticide "
30,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis","Optimize planting techniques, apply proper fertilizers, ensure field drainage, transplant older seedlings, encourage sparse planting, grow ratoons, promote biological controls (e.g., snails, beetles, spiders, dragonflies, birds, and viruses), and use targeted carbamate insecticides while avoiding pyrethroids.","Coromandel phendal, and Ekalux Insecticide "
31,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis","Optimize planting techniques, apply proper fertilizers, ensure field drainage, transplant older seedlings, encourage sparse planting, grow ratoons, promote biological controls (e.g., snails, beetles, spiders, dragonflies, birds, and viruses), and use targeted carbamate insecticides while avoiding pyrethroids.","Coromandel phendal, and Ekalux Insecticide "
32,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis","Optimize planting techniques, apply proper fertilizers, ensure field drainage, transplant older seedlings, encourage sparse planting, grow ratoons, promote biological controls (e.g., snails, beetles, spiders, dragonflies, birds, and viruses), and use targeted carbamate insecticides while avoiding pyrethroids.","Coromandel phendal, and Ekalux Insecticide "
33,0.7879,0.9464,0.324,0.4,6.5,7.5,"Rice caseworm, Nymphula depunctalis","Optimize planting techniques, apply proper fertilizers, ensure field drainage, transplant older seedlings, encourage sparse planting, grow ratoons, promote biological controls (e.g., snails, beetles, spiders, dragonflies, birds, and viruses), and use targeted carbamate insecticides while avoiding pyrethroids.","Coromandel phendal, and Ekalux Insecticide "
21,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust,"Implementing crop rotation, practicing field sanitation to remove debris and weeds, and planting crops early to establish them before peak locust populations.","Chlorpyrifos, Lambda-cyhalothrin, and Bifenthrin"
22,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust,"Implementing crop rotation, practicing field sanitation to remove debris and weeds, and planting crops early to establish them before peak locust populations.","Chlorpyrifos, Lambda-cyhalothrin, and Bifenthrin"
23,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust,"Implementing crop rotation, practicing field sanitation to remove debris and weeds, and planting crops early to establish them before peak locust populations.","Chlorpyrifos, Lambda-cyhalothrin, and Bifenthrin"
24,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust,"Implementing crop rotation, practicing field sanitation to remove debris and weeds, and planting crops early to establish them before peak locust populations.","Chlorpyrifos, Lambda-cyhalothrin, and Bifenthrin"
25,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust,"Implementing crop rotation, practicing field sanitation to remove debris and weeds, and planting crops early to establish them before peak locust populations.","Chlorpyrifos, Lambda-cyhalothrin, and Bifenthrin"
26,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust,"Implementing crop rotation, practicing field sanitation to remove debris and weeds, and planting crops early to establish them before peak locust populations.","Chlorpyrifos, Lambda-cyhalothrin, and Bifenthrin"
27,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust,"Implementing crop rotation, practicing field sanitation to remove debris and weeds, and planting crops early to establish them before peak locust populations.","Chlorpyrifos, Lambda-cyhalothrin, and Bifenthrin"
28,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust,"Implementing crop rotation, practicing field sanitation to remove debris and weeds, and planting crops early to establish them before peak locust populations.","Chlorpyrifos, Lambda-cyhalothrin, and Bifenthrin"
29,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust,"Implementing crop rotation, practicing field sanitation to remove debris and weeds, and planting crops early to establish them before peak locust populations.","Chlorpyrifos, Lambda-cyhalothrin, and Bifenthrin"
30,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust,"Implementing crop rotation, practicing field sanitation to remove debris and weeds, and planting crops early to establish them before peak locust populations.","Chlorpyrifos, Lambda-cyhalothrin, and Bifenthrin"
31,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust,"Implementing crop rotation, practicing field sanitation to remove debris and weeds, and planting crops early to establish them before peak locust populations.","Chlorpyrifos, Lambda-cyhalothrin, and Bifenthrin"
32,0.35,0.82,0.15,0.25,7.5,7.89,Oriental migratory locust,"Implementing crop rotation, practicing field sanitation to remove debris and weeds, and planting crops early to establish them before peak locust populations.","Chlorpyrifos, Lambda-cyhalothrin, and Bifenthrin"
26,0.82,0.88,0.1005,0.2625,5.5,7,"Rice gallmidge, Orseolia oryzae","Use resistant varieties, plow the ratoon and remove off-season plant hosts, and promote biological control agents like platygasterid, eupelmid, pteromalid wasps, and phytoseiid mites.","Chlorpyrifos, and Carbaryl (Sevin)"
